geneID	symbol	Pre-infection_1	Pre-infection_2	Pre-infection_3	Pre-infection_4	Post-infection_1	Post-infection_2	Post-infection_3	Post-infection_4
229722	5330417C22Rik	5958.8223	7249.3027	5950.0015	5745.8823	2933.7708	4829.7534	2063.9746	4584.859
320910	Itgb8	14.4417	11.3405	16.0748	13.2895	24.423	22.819	36.7163	20.7015
330812	Rnf150	87.5132	84.2908	101.3188	72.2625	126.6049	94.1622	132.5971	92.3674
73608	Marveld3	754.9952	671.17	666.1973	690.6803	534.6339	908.8792	648.0927	861.4691
13107	Cyp2f2	179083.11	188744.03	165937.73	166575.38	75210.41	118485.35	54693.38	105283.23
53374	Chst3	4097.8823	3408.647	3284.8809	2657.025	1331.4683	1722.593	1713.69	2360.2476
67134	Nop56	1548.3088	1462.4751	1517.5343	1469.4747	1934.8269	2003.0812	2194.8838	2112.2686
15484	Hsd11b2	21.2766	25.5749	11.3446	22.0414	21.4167	36.6318	34.4062	47.0957
66832	Rsph3a	194.3939	197.8176	182.1964	179.5409	162.6501	195.3019	164.0691	188.4658
17345	Mki67	1593.6138	1376.5067	2198.6987	2692.6013	19512.455	24871.012	19822.73	21778.988
15490	Hsd17b7	317.9295	295.9376	274.1489	303.8815	329.3716	432.4109	457.2425	377.1828
226971	Plekhb2	4180.904	3540.5078	3563.7632	3281.6384	2577.2136	4201.8975	3430.823	4121.5117
59308	Emcn	2423.8503	2315.169	2672.8389	1928.3315	1917.1481	2172.152	1969.3898	2085.0847
110265	Msra	4622.3594	4815.2295	4481.054	4178.9863	3234.8154	4885.1064	4129.1772	4039.4556
53791	Tlr5	179.7186	152.5157	131.7039	136.5631	68.1289	128.2427	92.4537	123.43
277154	Nynrin	40.9362	46.4463	42.4464	39.1773	25.9931	29.8635	40.9156	24.593
208659	Fam20a	3050.3489	2474.5217	3086.9668	2531.888	3162.3462	3427.2847	4061.47	3048.333
13627	Eef1a1	92906.16	84255.54	86228.43	80182.53	97943.125	101262.26	111027.03	103080.36
224671	Btbd9	4331.4062	3884.3003	4396.3945	3715.1758	3866.284	4741.68	4215.942	4691.8896
18226	Nup62	11021.295	9589.282	10933.796	11334.015	13943.732	15190.187	15326.877	15340.409
225896	Ubxn1	26013.143	25067.86	24364.46	23118.076	22857.033	25096.791	25904.316	25697.793
93897	Fzd10	38.1935	40.8662	50.7916	32.2065	34.5094	51.5421	19.3637	28.3078
71675	0610010F05Rik	264.3409	314.6422	323.7922	283.5533	269.7231	296.4179	364.226	261.9997
434215	Lrrc32	12811.757	14947.48	11936.701	11603.425	11265.4375	10869.932	11898.776	11814.857
23986	Peci	13297.504	14246.998	13540.87	12369.32	9852.359	14236.661	13522.596	13317.815
210035	Tmem194	1177.4338	1237.2421	1079.8622	1165.9839	1543.4467	2078.9685	1629.1447	1715.6508
70747	Tspan2	3203.494	3168.5503	2715.1003	2532.236	857.2211	1661.8507	1357.6147	1486.0212
381352	Mamdc4	504.6857	559.2438	584.573	514.9894	444.3123	511.6481	427.1889	596.8801
76589	Unc5cl	18.4935	40.7225	15.9984	31.8246	51.7563	28.0679	38.3846	71.762
433449	Olfr1197	4.6422	5.1492	4.6983	5.9433	4.888	5.5069	5.1025	6.0927
233057	Zfp940	24.4414	28.0516	21.154	17.8278	20.5666	24.6163	21.3867	24.9875
70031	Cmtm8	10383.312	10171.457	9754.273	10097.297	7035.7056	10405.966	6742.516	11203.205
110809	Srsf1	5338.6045	5641.5576	5941.32	5568.5156	6097.4604	6048.912	6073.192	6844.264
252966	Cables2	1029.9829	1092.9158	1312.5149	1108.7955	1343.3759	1387.9701	1247.6289	1601.3966
26563	Ror1	20.314	26.2826	30.8194	19.3885	24.861	23.3615	31.9392	31.5827
258708	Olfr1342	4.5629	5.9737	4.9553	5.9493	4.845	7.8347	5.0417	6.1571
22276	Uros	44.3225	49.9143	41.0609	58.1066	52.3063	75.4651	73.2811	92.4159
667387	Xlr4d-ps	97.6557	78.899	100.2404	95.0362	265.7744	157.9608	212.5863	228.5657
18772	Pkp1	4.3997	4.5447	6.1422	5.7858	13.9608	5.2821	16.5892	11.1275
74782	Glt8d2	31.3083	19.0203	82.2507	20.7828	10.3545	5.2609	14.614	13.5083
22184	Zrsr2	14.4958	11.0822	8.1814	7.6993	4.5809	5.149	4.7683	5.8878
230979	Tnfrsf14	202.8468	197.6103	177.9442	212.5176	336.8465	208.1888	313.3224	290.7914
100502627	LOC100502627	377.7088	364.6102	411.7482	425.8494	244.7375	310.3302	229.7726	271.5073
232430	Crebl2	743.4612	837.5555	684.5251	663.8954	338.4484	411.015	381.9631	375.4174
237339	L3mbtl3	1369.6802	1548.3047	1587.6929	1472.7548	1396.4932	1715.0577	1688.2764	1529.4106
19896	Rpl10a	118232.164	109312.016	120787.25	104257.68	167190.06	153030.45	168298.9	167999.02
20441	St3gal3	4382.861	4683.7026	3948.793	3621.7295	4524.218	4849.8994	4797.8247	4790.8647
665055	Gm7467	104.2553	114.2132	94.0704	93.2256	106.2022	104.803	122.328	100.8607
224824	Pex6	5734.5103	5913.4062	5678.107	4977.311	3814.335	4643.1377	3827.6587	4988.157
209200	Dtx3l	176.7587	143.6233	187.2946	163.2976	245.9427	182.2628	280.4681	205.8381
16367	Irs1	150.5243	234.1129	177.9664	161.9145	79.8271	92.8094	76.1335	76.1039
235534	Acpl2	1404.7109	1327.4055	1373.5409	1197.539	1630.2144	1486.6698	1620.3335	1374.1783
67674	Trmt112	6129.005	5819.854	5910.3623	5309.0044	5599.6587	6566.727	6600.6772	6336.334
170930	Sumo2	18074.812	18194.174	17993.035	18342.756	14905.487	21723.703	18337.24	20304.625
12684	Cideb	88.9826	53.6188	88.0167	86.7497	75.5755	191.173	104.2161	193.0731
71738	Mamdc2	7723.255	6018.7744	8729.01	7191.208	3782.6396	4949.9956	4109.835	5464.8926
67123	Ubap1	2916.4553	2859.4114	3079.155	2766.634	2691.0479	3296.6667	3546.959	3421.3677
230582	Cyb5rl	718.1384	780.5947	657.691	718.6461	683.6225	790.828	713.0118	817.3582
320719	6030443J06Rik	58.148	73.4997	62.7039	59.4767	52.1386	68.8166	49.0447	67.3629
22724	Zbtb7b	15555.186	15708.166	14374.014	12964.433	18313.037	18235.05	18894.453	18251.549
235582	Glyctk	18.122	20.9293	21.7739	15.3112	19.7321	34.2151	36.6893	23.3987
68631	Cryl1	4028.637	3728.6042	3767.4797	3580.474	3439.0881	4546.9497	4343.509	3955.8208
14180	Fgf9	380.0932	258.1091	302.3563	356.5321	193.9726	395.4197	376.5565	316.5398
56389	Stx5a	28260.7	29387.918	27582.193	25085.844	22163.363	26920.994	25833.436	29319.287
75329	Atf7ip2	8.906	10.1725	3.8048	6.144	15.3725	7.3223	10.1283	17.8
103172	Chchd10	65284.523	64528.41	59046.527	61469.22	32863.383	51063.242	36545.926	50454.42
14159	Fes	7008.495	5764.36	7910.491	7866.4697	12116.735	11234.003	13880.636	11863.975
212862	Chpt1	3871.1353	4219.045	3895.841	3334.33	1960.8331	3104.5454	2485.1736	2442.7695
231125	Zfyve28	226.8113	188.4671	286.3539	214.1485	413.2279	484.4923	427.2045	516.5308
22377	Wbp1	13808.164	13237.926	13269.975	13435.445	11454.519	16019.11	12896.302	15837.641
232827	Nlrp2	15.3126	11.3117	12.7096	11.553	5.179	6.9976	9.3411	11.1265
224044	Cyp2ab1	18.1819	13.4878	9.6008	15.2242	8.1639	8.0822	15.8853	13.695
242669	Adc	1149.735	1003.611	1051.5714	880.6337	727.8618	944.0678	890.6181	931.625
15387	Hnrnpk	3873.9229	3753.703	3758.346	3649.1663	4286.791	4840.5757	4398.412	4817.4966
227867	Epc2	1315.4524	1353.245	1293.467	1161.3086	832.7763	1114.805	953.2756	972.8619
107829	Thoc5	3255.0107	3008.1858	3172.7861	3089.772	3199.3123	3705.282	3930.0461	4039.3328
109552	Sri	12836.104	12014.511	12401.692	12051.131	12743.282	15694.652	14637.74	15994.71
50787	Hs6st3	26.6491	24.7986	36.586	31.1127	18.7626	29.1528	32.6289	45.2304
20719	Serpinb6a	46863.78	43432.3	40066.812	42056.793	33557.875	38787.297	42491.355	35400.957
56461	Kcnip3	839.8019	785.5724	909.3606	808.5932	625.6335	664.01	755.5115	739.3713
113850	V1ra8	22.6601	19.9744	29.457	26.773	23.1469	26.9061	35.221	42.5008
71787	Trnau1ap	7769.417	8232.786	7794.598	7012.661	7212.7646	7969.3804	8122.811	7518.108
243655	Klre1	37.8529	33.9822	40.3139	71.1629	57.333	40.1885	21.0536	78.3515
12006	Axin2	814.1594	839.8275	877.8003	797.6749	387.1877	640.9958	541.1439	446.7874
213696	Duoxa1	31.2188	30.516	36.4703	26.0028	41.7565	25.9227	38.6471	47.2002
72341	2610002I17Rik	388.9663	423.3615	343.4501	355.6409	394.2442	416.0192	422.7907	410.1791
74463	Exoc3l2	235.1401	229.0431	265.8033	228.7451	292.4929	311.6704	358.4815	262.8668
259144	Olfr456	57.9031	42.8593	59.7204	53.1779	41.1681	49.341	48.8658	63.0373
78317	Ccdc88b	707.1534	522.9057	880.6517	779.7917	1800.4017	1175.8511	1633.7507	1655.4333
69674	Mif4gd	4352.9023	4020.18	4289.6826	3789.4595	4419.77	5122.776	4543.5757	6022.9653
234889	Gucy1a2	159.6416	208.8333	190.4912	162.8693	93.1998	131.9562	91.5052	105.045
231225	Tapt1	1381.9487	1447.5824	1310.4966	1134.172	955.7799	1230.152	1049.1932	1163.834
13048	Cux2	94.6047	89.7636	86.7031	75.6841	30.5142	67.7503	41.0695	51.5856
241794	Kcng1	52.8603	55.1475	84.7564	52.8993	25.4692	90.0772	60.5822	58.5361
231885	Gm4871	11.283	7.8823	7.1498	6.1992	9.1896	7.656	12.3529	16.6782
100040045	Gm2569	17.6574	17.5775	22.743	21.4183	13.3237	22.2179	20.1636	28.3439
233912	Armc5	4911.5605	5314.9736	4878.2104	4391.5527	4978.591	5878.7534	5522.6562	5179.5933
100038413	D130050E23Rik	48.4163	89.5816	62.0579	57.0453	77.8426	33.7114	59.3229	61.6768
217057	Ptrh2	1094.2928	1108.4064	934.0947	1053.0336	806.3412	875.2926	878.454	768.4628
71988	Esco2	8.4403	8.6562	16.1112	19.4978	214.1763	339.1834	256.066	312.8002
68695	Hddc3	1144.7971	926.7952	884.9754	891.339	963.8376	1255.7532	1096.5608	1142.6742
69942	Rnf113a1	625.3243	643.1549	600.9023	606.4852	505.5492	598.9092	620.8213	645.3238
26404	Map3k12	70.6032	107.5062	79.3098	75.5714	69.3202	69.5056	80.3109	56.2805
17937	Nab2	65.6506	74.2459	51.4074	65.4413	66.4915	76.3695	75.4658	88.743
66496	Ppdpf	16605.646	18614.537	16167.663	15069.281	15194.746	17185.553	14996.193	18388.611
14282	Fosb	501.2366	219.855	1198.216	223.407	289.4868	189.9144	323.252	310.9687
207607	Ccdc40	453.5171	575.1028	497.2221	433.4311	466.5484	342.7638	236.0057	412.9516
16681	Krt2	291.6926	302.1073	257.4607	265.0508	360.9096	297.9354	317.9492	339.9129
22171	Tyms	187.1486	170.1027	157.5644	168.1746	260.982	259.2745	242.2921	300.3417
110595	Timp4	170.8089	216.8629	156.2194	159.3179	89.0797	143.4798	114.5679	114.9907
12006	Axin2	96.5248	120.0727	135.5103	86.4491	60.9596	74.1573	73.6913	57.5158
67072	Cdc37l1	3004.6562	2997.366	3027.5425	2904.6863	2502.362	3177.7734	3007.3706	2971.8894
13877	Erh	14617.956	14411.414	14492.31	15422.625	24529.36	25150.234	28008.178	25854.26
140497	AF251705	4090.6128	2439.571	4347.361	4294.1284	11141.7295	8215.976	11117.701	9071.337
353344	Opn5	4.0563	4.195	10.3975	5.2982	18.1582	11.345	4.6561	5.5462
73835	Ifitm5	141.2829	149.2928	169.8868	128.2969	74.0935	119.3287	98.029	112.6901
16764	Aff3	2333.607	2191.122	2221.3425	1744.901	1607.8053	2175.3147	1882.963	1870.0958
72500	Ier5l	6032.0176	6697.212	6423.1914	6037.87	7464.863	7146.7803	9716.176	7001.8223
100043100	Zfp534	5483.8623	5402.217	4860.465	4288.8516	5118.301	4959.7495	5740.8633	4884.364
24071	Synj2bp	1892.8007	1998.8009	2005.0233	1891.3373	1181.899	1177.2408	1332.6332	1085.8578
66724	Tab3	1410.3315	1372.6849	1258.3184	1280.104	1003.5818	1285.3323	1274.9164	1070.4049
66140	Fam33a	91.542	104.6406	96.0493	90.9836	114.321	187.9224	131.8622	137.1506
214552	Cep164	995.9934	1305.0892	1304.1965	1046.4988	1233.3429	1322.896	1370.9121	1164.1317
20630	Snrpc	42.7113	35.4959	35.2344	22.8952	51.4673	53.4051	48.4988	58.5627
238386	Btbd7	208.0937	216.9294	201.0384	201.6032	118.6707	190.2555	173.0435	181.4622
269774	Aak1	5238.415	5981.329	5463.325	4298.9595	4747.5356	5442.2964	5714.8774	5211.182
193043	Zfp3	372.6037	310.8643	303.1824	275.1202	261.8813	303.2442	336.1798	305.5537
385328	Gm5382	19.4121	21.4754	21.155	19.7823	26.5436	20.3715	21.4588	27.0572
17718	ND3	50507.01	47241.875	45983.957	45385.805	37636.96	46056.113	44427.434	48763.69
57080	Gtf2ird1	2933.8638	2695.8535	2946.454	2370.7178	2201.0718	3265.7502	2917.3923	3067.1978
238939	Gm281	26.4291	36.788	25.6878	22.5113	27.5198	15.3517	11.7592	28.0697
12590	Cdx1	19.4969	28.3911	17.1442	7.398	7.8062	7.8262	6.9679	16.0136
258228	Olfr1415	23.2524	18.8145	20.6057	8.8675	14.7733	13.2358	11.5752	11.7382
436440	Gpr31c	10.7649	9.3054	3.8078	4.6252	101.1684	31.4994	100.0453	38.7634
620253	Dcpp3	25.9726	28.9372	23.3173	19.1013	19.2408	15.6806	22.2383	27.7055
195522	Zfp691	1171.518	1051.9733	1078.3043	897.7692	960.0979	1053.0593	969.0679	1110.5178
210622	Pamr1	10331.961	8292.577	10661.065	9260.217	5204.335	6222.2227	6766.766	7889.9155
239852	Zpld1	24.5286	38.8057	6.871	20.8001	3.8347	5.2228	7.031	7.8232
22756	Zfp94	157.1085	136.7792	125.8836	120.1613	86.2838	113.3222	107.4351	142.9571
26417	Mapk3	29089.71	29367.547	27188.736	23765.28	17828.488	26662.672	21753.146	23842.965
56619	Clec4e	192.6472	94.1103	269.8997	143.3255	1121.7782	402.8896	1271.8633	393.5295
19657	Rbmy1a1	14.1771	19.0429	18.0038	19.1508	18.6461	17.2034	31.046	30.0037
100041358	Gm3289	22.0382	31.9954	21.1432	15.5545	22.9415	14.5128	27.3918	16.8813
76485	Glt8d1	7476.0234	7469.34	7687.7476	6681.8057	6654.1597	7285.9053	7066.9683	7440.5405
228136	Zdhhc5	5203.179	5066.183	5506.4785	4669.587	5486.4297	6519.418	6801.319	6644.3755
268729	Gm626	34854.24	34913.984	35733.12	35707.71	44601.223	37229.91	43749.035	40811.78
109093	Rars2	3876.979	3728.1853	3792.2437	4045.0884	4049.832	4931.6436	4477.3027	5118.988
100042916	Gm4107	155.1163	161.7612	139.7178	145.0956	101.6565	123.236	86.7511	109.3193
72657	2700094K13Rik	5551.5205	5472.857	5752.202	5256.0044	9785.603	12579.433	11176.081	11811.461
14473	Gc	40.3093	39.236	40.7117	23.5857	20.6777	30.3624	38.914	26.6699
194401	Mical3	96.7863	99.6832	122.2106	102.828	97.088	122.3371	141.5966	124.0988
73937	1700029M20Rik	50.6074	30.1692	30.864	34.7271	37.3603	28.1923	38.9518	51.0156
70719	Hmha1	29961.99	26534.178	33171.473	28612.7	38547.64	34450.016	37096.688	45619.79
665998	Krtap4-9	42.641	32.3599	44.4787	35.2261	29.1978	41.1006	38.8922	44.5205
68259	Ift80	2306.578	2335.0884	2241.3523	2131.355	2239.0583	2598.6797	2033.2872	2592.263
18641	Pfkl	1569.7278	1416.1704	1543.1528	1323.6089	1676.5845	1656.1031	1698.4852	1953.7739
17171	Mas1	26.2012	21.3588	27.9416	24.918	24.6619	31.3381	31.7043	30.2821
332578	Lcn10	58.1318	45.532	42.764	45.8634	36.3006	54.445	61.7514	59.4147
257943	Olfr285	61.7533	42.6299	49.1714	42.8295	45.3741	55.8848	42.2122	68.2575
53817	Bat1a	42448.484	44219.496	44901.008	40785.54	44500.53	47731.91	47781.38	50223.82
21753	Tes	2414.9517	2097.79	2670.0593	2633.6333	3388.6743	3704.8413	3443.6948	4306.8867
64143	Ralb	10913.159	10853.109	10778.461	11656.016	10220.982	11562.538	11201.583	11604.368
77799	Sla2	42.4074	32.5231	34.1257	46.2429	55.0118	38.9248	57.7646	48.777
73542	Tssk5	240.2439	235.75	249.5834	226.8612	249.2652	211.4838	258.7377	224.5736
50917	Galns	2494.5173	2109.729	2231.5684	2006.9486	3025.7217	2894.585	3197.0332	3254.533
22230	Ufd1l	6954.472	7462.371	6793.056	6245.7363	7427.4395	8327.74	9398.647	8100.0713
239554	Foxred2	34.511	37.8862	57.3806	42.1123	72.3942	56.2696	63.3546	61.1458
18481	Pak3	132.0654	88.6401	128.045	124.361	125.0597	161.7864	183.4777	152.4293
18597	Pdha1	4862.1587	4033.34	4097.641	3985.5593	3065.568	4392.618	3572.717	3787.2983
11459	Acta1	534.1828	550.6497	5521.4917	650.6631	1217.9968	1510.0044	1528.7981	1330.402
208768	BC031781	1292.2534	1421.7937	1487.3922	1306.8252	1032.781	1513.381	1240.0693	1497.8658
105446	Gmpr2	1829.0693	1698.5233	1803.4844	1804.1676	1725.8927	2066.9182	2010.4155	2141.5488
71990	Ddx54	5682.966	5856.877	6100.0967	5308.4604	6720.0234	6638.8086	7571.0225	7668.613
623503	Prlh	56.5114	58.0675	52.1051	41.5767	56.5393	48.0313	55.951	70.6723
16504	Kcnc3	52.7929	44.4856	39.1839	37.0775	36.0051	55.44	39.7688	57.3492
240476	Zfp407	2379.2898	2398.2227	2285.747	2410.384	1778.4443	2220.5042	1960.6725	2154.3176
74407	Ttc25	72.1794	66.3228	52.9422	58.6422	56.3873	58.0452	33.61	67.6033
109263	Rlf	1981.5603	2103.336	1864.9517	1949.0166	1842.0499	1966.3627	1845.0868	1980.2614
333315	Frem3	29.6831	34.7648	50.5959	23.2882	16.1732	22.575	29.718	18.7318
230757	5730409E04Rik	220.0255	233.6659	194.0296	244.9537	190.8479	206.429	265.6988	206.4304
68364	0610030E20Rik	1290.6024	1324.6908	1178.1969	1226.4437	1090.4117	1241.3627	1096.4789	1184.08
434156	Eid2b	348.043	357.0132	251.1664	296.7224	177.2441	254.6135	223.5629	194.1852
621852	Rhox3f	22.6515	26.5601	24.3282	11.3291	39.5347	17.1508	14.1074	32.9527
56697	Akap10	1529.5452	1645.0624	1559.5319	1251.4855	1230.1658	1563.1443	1509.4615	1466.3715
66111	Tmed3	25808.652	23892.205	25692.035	25690.27	32824.562	36366.2	39297.78	35252.016
68434	1010001N08Rik	770.9814	784.9687	715.8104	715.96	387.2335	509.7775	599.3048	466.4426
20280	Scp2	12771.989	13657.238	12900.778	13208.67	10983.41	15329.866	14646.044	14204.888
243833	Zfp128	446.5229	468.1313	451.3312	462.2188	321.6465	427.5062	389.0987	402.0186
269033	4930503L19Rik	214.8978	223.6405	203.9163	171.6342	154.9943	205.432	184.4853	202.5907
108017	Fxyd4	149.8521	93.6104	240.9562	213.8468	1405.5023	2905.85	2490.538	2989.02
68196	Hsbp1	9467.132	8239.728	8198.983	8489.249	7367.489	11237.428	9564.896	10658.444
76505	1500009C09Rik	199.1433	178.2891	179.7163	141.2539	154.2213	161.627	169.4413	158.5291
353156	Egfl7	201859.72	249025.16	200255.28	206886.45	112346.49	154554.16	133822.62	134515.47
12651	Chkb	6025.1074	6247.1895	6100.7983	5481.5176	4746.5566	4954.585	4995.869	5424.0586
26893	Cops6	9867.826	9810.363	9129.575	9330.264	10966.775	12997.873	12936.645	13270.914
67238	2810453I06Rik	7822.399	10738.06	8413.154	6336.7275	3343.2998	5242.9985	3648.322	6058.74
272667	Smok4a	9.1669	25.7689	11.7162	15.6208	30.6683	15.3685	30.7742	18.4833
26569	Slc27a4	1819.7036	1683.3019	1681.9149	1261.5591	1386.0209	1678.0181	1883.4921	1747.5444
319164	Hist1h2ac	26.6501	35.0658	25.9745	38.7969	28.9227	25.5831	25.6669	40.8556
226641	Atf6	970.1486	996.4564	988.8297	839.1987	720.4026	777.2864	862.6692	760.7364
12774	Ccr5	271.9463	172.664	341.3741	314.375	4009.9775	1749.6307	3898.9043	2333.0085
12752	Cln3	157.6331	158.5604	152.658	150.8229	192.0649	141.436	195.3787	142.1959
381810	Lpar5	50.0311	43.0537	62.3857	68.2552	72.4908	61.7993	85.1736	84.7698
58802	Kcnmb4	108.0718	121.8046	97.1322	103.2807	86.8326	71.5697	74.1248	115.3689
218214	Kdm1b	3314.563	3338.0527	3211.9226	3188.0093	2174.691	2937.2266	2330.6133	2791.0261
11988	Slc7a2	110.9682	74.6825	102.9888	86.573	84.6149	108.667	102.2628	92.5274
72508	Rps6kb1	396.2377	422.2217	424.6468	363.6103	393.2266	442.1731	453.9949	409.1484
20055	Rps16	158171.02	147889.3	162025.4	146111.06	193172.25	177081.67	208810.53	186671.16
671564	Rnf212	60.8413	48.2513	49.3294	48.5162	50.5546	61.3212	72.5495	72.6428
27027	Tspan32	596.1187	631.8942	628.1107	550.2803	934.5467	619.148	775.5532	1205.1163
71909	Haus5	1928.4336	1696.7256	1754.3073	1412.4224	1940.4678	2176.8352	2054.9705	2028.4918
22294	Uxt	2512.6772	2292.5005	2304.528	2131.3352	2814.5095	3216.595	3533.8604	3318.0354
12671	Chrm3	88.6405	112.1557	88.3022	80.6828	29.0247	56.2475	50.5918	21.5141
72301	1810041L15Rik	542.3542	572.6018	591.3837	442.2076	309.121	531.6425	324.4424	419.9273
26419	Mapk8	44.445	31.3139	49.2741	31.2296	31.688	25.7685	38.0125	31.3093
16319	Incenp	3046.482	3192.7861	3166.36	3879.3196	11992.92	13917.083	13307.246	13428.245
235623	Scap	9731.687	10135.414	10294.404	10143.819	8490.203	10654.5625	9753.97	10650.965
212647	Aldh4a1	5177.597	5539.453	4490.8696	3623.7578	3481.2102	4491.879	3559.297	4509.8135
216363	Rab3ip	4767.216	5233.6836	5184.618	4969.999	3820.1614	4804.7275	4355.4263	4659.8584
14570	Arhgdig	1010.0342	985.3199	798.604	865.0893	663.3295	1016.6879	610.6948	1037.6217
16402	Itga5	466.8165	449.2265	606.423	383.6852	612.4266	661.6938	774.9163	613.0148
664723	Cypt8	22.3625	16.4953	34.2791	20.375	23.6685	18.0895	33.9597	43.8201
217340	Rnf157	17.4322	17.0707	20.2803	6.197	22.4163	37.9322	34.9236	14.1068
99512	Wdr47	1512.585	1665.6317	1676.3141	1677.5479	1065.233	1356.4531	1145.8208	1215.0776
23922	Jtb	12645.405	12763	12771.693	12795.565	12030.413	12907.636	13242.215	14587.481
193003	Pirt	4.3713	12.224	15.034	14.3744	4.6667	5.2488	4.8582	9.462
628709	Gm10324	525.8065	475.7067	399.3376	391.331	382.8952	442.2538	415.5179	420.5963
243725	Ppp1r9a	397.2059	415.1406	406.6553	347.3044	140.0484	323.2392	177.4409	226.5359
76020	5830409B07Rik	205.0402	193.5643	186.9835	189.4601	183.7894	191.792	231.4458	196.2307
12961	Crybb2	12.2757	17.3972	12.031	14.71	16.4277	15.0984	22.0568	20.8475
67618	Aasdhppt	457.3148	486.5737	434.8626	396.1327	314.9081	429.4702	289.6036	402.8179
664987	LOC664987	3517.388	4802.0444	3747.9631	3788.9036	2235.0317	2496.7922	2550.524	2153.4077
338368	Fam109b	213.8539	197.1595	219.406	177.517	344.6731	312.3946	413.3542	344.9115
23879	Fxr2	10170.105	13826.971	10938.416	10538.594	8801.187	10407.321	10711.39	9139.895
53604	Zpbp	26.1277	23.3908	28.3848	30.2092	31.174	25.1783	39.061	32.0328
71062	Tekt3	7.9468	7.1718	9.2181	5.0195	4.7017	5.8526	4.3431	5.2464
18213	Ntrk3	116.8209	162.3261	160.7581	120.996	154.8569	226.1516	244.275	182.3863
109880	Braf	597.3103	701.6362	592.3434	551.3257	435.7042	528.7595	520.726	467.3858
170459	Stard4	2550.1428	2656.312	2258.4363	2630.8928	1848.108	2865.8984	2199.6597	2440.4033
240916	Vsig8	139.8838	108.6181	153.4675	126.5737	227.9454	274.5181	279.8952	294.3304
97640	C78653	339.0664	342.7609	329.6918	288.2571	378.14	337.3827	451.2149	469.2802
320718	Slc26a9	2356.9297	1710.4305	1913.0667	1753.3728	1019.6871	2223.952	1181.9287	2637.9978
234159	Gm4889	4420.7896	4236.2656	4833.3755	4676.5347	6466.403	6831.0933	8251.959	7393.365
66680	3230401D17Rik	8910.444	10060.1875	9257.102	9197.394	7696.3354	9203.263	9115.513	9094.6455
54609	Ubqln2	1631.658	1669.5737	1626.3911	1418.5333	1238.3474	1471.4373	1433.4996	1349.1792
225825	Cd226	76.8845	93.0061	114.2106	139.8002	251.6535	153.5437	214.1606	158.7776
239408	Tmem74	16.7294	20.1203	15.7934	10.303	16.0349	13.2444	19.586	13.2027
280635	Emilin3	23.0903	22.5708	29.5157	32.8594	32.7984	26.894	26.2829	25.8607
243362	Stard13	9555.051	10138.905	9303.56	8657.93	3927.296	6014.5625	5129.9937	5198.053
232440	H2afj	2114.5107	2252.2358	2326.7725	2011.1147	1741.3359	1893.509	1878.3297	2047.9202
319195	Rpl17	513.266	485.1259	467.8699	539.437	813.8193	799.7752	893.8301	871.3398
259039	Olfr1413	69.7108	38.1388	31.5097	30.3405	44.5207	28.894	48.9881	43.2383
100505352	LOC100505352	420.5135	501.3645	541.166	569.2339	897.6742	795.8405	886.4321	817.0023
227154	Stradb	1144.4998	1047.2483	1122.4487	934.9008	901.9688	1201.9364	946.2033	1215.5453
216635	Hbq1a	48.9773	281.4264	59.0262	21.2145	11.3961	16.4495	5.4788	31.7163
57781	Cd200r1	374.2299	197.7767	389.3082	315.721	607.3035	608.2875	683.1934	548.2438
319885	Zcchc7	4442.0537	4843.9175	4584.298	4704.262	3290.921	3170.9011	3271.5884	3344.6018
71994	Cnn3	23937.908	24728.373	22048.404	22633.473	17069.334	23214.045	19997.576	20538.58
78801	Ak7	99.5399	120.7838	86.5492	115.3413	72.397	57.7802	37.8857	76.3902
71833	Dcaf7	71.889	81.4781	79.5147	80.1989	76.7326	75.5718	101.69	83.0684
12953	Cry2	2520.2876	2659.5483	2818.3967	2138.8665	1153.3927	1669.267	1353.1743	1664.0778
239706	BC024814	687.2686	581.8074	624.2327	560.3736	516.0725	652.9761	696.7831	658.1216
229279	Hnrnpa3	27364.102	29128.215	27847.068	29767.121	32043.918	39327.434	36628.23	38160.12
14813	Grin2c	3983.879	3466.9307	4694.654	3351.518	749.6734	3094.7288	1407.6556	1757.2599
233865	D430042O09Rik	3500.3813	3372.0205	3637.4326	3448.8774	2321.661	2650.0945	2280.0203	2570.2346
67410	4930449I24Rik	13.6818	19.6673	17.1194	14.9409	13.2137	7.4357	12.355	23.48
258384	Olfr1350	233.4795	176.8465	199.7348	165.8041	158.1125	210.7393	179.1356	243.0582
76089	Rapgef2	6616.9507	7186.223	6412.102	6017.406	3555.7014	4620.291	4250.956	3778.4387
30056	Timm9	1125.7324	935.7466	1071.4902	1021.997	921.3306	1126.7113	1135.677	1268.6649
14199	Fhl1	2818.3875	2678.127	2696.2205	2112.8748	1541.8416	1996.0255	1782.4318	1765.3622
17827	Mtx1	6929.765	6497.154	6528.91	6234.467	7516.811	7930.838	8352.317	8570.959
51812	Mcrs1	1119.2606	1032.293	966.3014	942.7152	962.8754	1071.6631	1174.0165	1123.3306
403205	Agr3	391.7089	492.3565	421.4354	485.7697	470.5273	325.0137	223.5965	391.61
12458	Ccr6	1148.5848	1047.4199	2066.2024	1256.9109	3071.8525	1334.2357	1637.3585	4932.2173
68701	Dysfip1	203.3997	201.6146	245.5232	186.9691	204.6574	191.2876	228.8686	244.3097
